p_id,name,position
DonlDo00,Doug Donley,WR
EvanJo21,Johnny Evans,P-QB
ScotBo00,Bobby Scott,QB
SwaiJo20,John Swain,DB
HornBo20,Bob Horn,LB
FielJo00,Joe Fields,C-G
HampDa01,Dan Hampton,DE-DT
SimsMa00,Marvin Sims,FB
WhitBi20,Bill Whitaker,DB
GainGr20,Greg Gaines,LB
BellKe21,Kevin Bell,WR
WysoPe20,Pete Wysocki,LB
ArmsOt00,Otis Armstrong,RB
MorrJo00,Joe Morris,RB
SpenMo20,Mo Spencer,DB
RaexMi00,Mike Rae,QB
HardCe00,Cedrick Hardman,DE
WallJa20,Jackie Wallace,DB
RoopMa20,Mark Roopenian,NT
HughPa20,Pat Hughes,LB-C
HainKr20,Kris Haines,WR
RichMi20,Mike Richardson,DB
BrowSt21,Steve Brown,DB
WillCl01,Clarence Williams,RB
JoneWi21,Willie Jones,DE
DaniGa00,Gary Danielson,QB
BramMa00,Mark Brammer,TE
CombCh20,Chris Combs,TE-T
HardLa00,Larry Hardy,TE
LaPoRo20,Ron LaPointe,TE
TyleWe00,Wendell Tyler,RB
GranJo21,John Grant,DT-DE-NT
SchuSt00,Steve Schubert,WR
MoodKe20,Keith Moody,DB
SmitSh00,Sherman Smith,RB
ClayHa20,Harvey Clayton,DB
NichMa20,Mark Nichols,LB
JohnDe00,Dennis Johnson,RB-TE
BailEl20,Elmer Bailey,WR
HoloPe00,Pete Holohan,TE
DossRe20,Reggie Doss,DE-DT
WillTo20,Toby Williams,NT-DE-DT
BulaNo00,Norm Bulaich,RB
FoulEl20,Elbert Foules,DB
McGeTo20,Tony McGee,DE-DT
WisePh20,Phil Wise,DB
HuffDa21,Dave Huffman,G-C
HoltJo20,John Holt,DB
PinnRa20,Ray Pinney,T-G-C
VanWJa00,Jim Van Wagner,RB
FerrVi00,Vince Ferragamo,QB
WilkRe20,Reggie Wilkes,LB
MillMa01,Matt Millen,LB
CarmHa00,Harold Carmichael,WR-TE
HaynRe00,Reggie Haynes,TE
LiebTo20,Todd Liebenstein,DE
PhilRo00,Rod Phillips,RB
BullSc00,Scott Bull,QB
HendRe20,Reuben Henderson,DB
McElVa00,Vann McElroy,DB
PisaJo00,Joe Pisarcik,QB
GrayTi20,Tim Gray,DB
JackRo22,Robert Jackson,LB
PlanDo20,Doug Plank,DB
WashLi20,Lionel Washington,DB
BordKe20,Ken Bordelon,LB
YounWi20,Wilbur Young,DE-DT
WillKe26,Keith Willis,DE-NT
HeatLa00,Larry Heater,RB
FeacRi00,Ricky Feacher,WR
JoneAr20,Arrington Jones,RB
GalbTo00,Tony Galbreath,RB
StucJi20,Jim Stuckey,DE
GumaMi00,Mike Guman,RB
BarnRo21,Roosevelt Barnes,LB
ElliAl00,Allan Ellis,DB
DelaJo00,Joe Delaney,RB
OwenMo00,Morris Owens,WR
MoorNa00,Nat Moore,WR-RB
MorrGu20,Guy Morriss,C
FergDu00,Duke Fergerson,WR
BoarDw20,Dwaine Board,DE
BurkRa00,Randy Burke,WR
GarrAl00,Alvin Garrett,WR-RB
PesuWa20,Wally Pesuit,G-C-T-DE
HarrAl20,Al Harris,DE-LB
ChilJi20,Jimmy Childs,WR
GarcFr20,Frank Garcia,P
FranEl20,Elvis Franks,DE
FranAn00,Andra Franklin,RB
WallHe00,Herkie Walls,WR
PatrMi20,Mike Patrick,P
DawsMi20,Mike Dawson,DT-NT-DE
SimsKe21,Kenneth Sims,DE
ParsCl20,Cliff Parsley,P
ShoaRo21,Rod Shoate,LB
MillRo00,Robert Miller,RB
HollBo00,Bob Holly,QB
SianMi00,Mike Siani,WR
BrowDa23,Dave Browning,DE
TheiJo00,Joe Theismann,QB
JohnDa02,Dan Johnson,TE
McMaJi00,Jim McMahon,QB
SmitJa00,Jackie Smith,TE
VigoTo00,Tommy Vigorito,RB-WR
LattGr00,Greg Latta,TE
capecbil01,Bill Capece,K
CollLa20,Larry Collins,RB
CrowRa20,Randy Crowder,DT-NT-DE
RozuDa20,Dave Rozumek,LB
HawtGr00,Greg Hawthorne,RB-TE-WR
GarcBu20,Bubba Garcia,WR
SmalGe21,Gerald Small,DB
HennJo20,John Hennessy,LB-DE
HubaMi20,Mike Hubach,P
WatkBo21,Bobby Watkins,DB
AndeRi20,Rickey Anderson,RB
McGrMa00,Mark McGrath,WR
sunteian01,Ian Sunter,K
StepBr20,Bruce Stephens,WR
EckwJe00,Jerry Eckwood,RB
KelcLo00,Louie Kelcher,DT-NT
lowernic01,Nick Lowery,K
MumpLl20,Lloyd Mumphord,DB
DonnRi20,Rick Donnalley,C-G
NelsDa00,Darrin Nelson,RB
KoflMa00,Matt Kofler,QB
GantEa00,Earl Gant,RB
JohnGa00,Gary Johnson,DT-DE-NT
MeckKa00,Karl Mecklenburg,LB-DE
BoydEl00,Elmo Boyd,WR
SwanKa20,Karl Swanke,T-C-G
BarkJe00,Jerome Barkum,TE-WR
SimoEd20,Ed Simonini,LB
BuddBr20,Brad Budde,G
WaddBi00,Billy Waddy,WR
KreiSt00,Steve Kreider,WR
MurrCa20,Calvin Murray,RB
McInPa00,Pat McInally,WR-P
MartBo20,Bob Martin,LB
JohnMo20,Monte Johnson,LB
HuntDa20,Daryl Hunt,LB
SanfLu20,Lucius Sanford,LB
AlleKu20,Kurt Allerman,LB
PennCa00,Carlos Pennywell,WR
BraxJi00,Jim Braxton,RB
GrayDa21,David Gray,DB
UeckKe20,Keith Uecker,T-G
DeanVe20,Vernon Dean,DB
EddiFl00,Floyd Eddings,WR
StovJe20,Jeff Stover,DE-DT
WillDe01,Delvin Williams,RB
HarrDw20,Dwight Harrison,DB-WR
SmitPe20,Perry Smith,DB
MurpMa20,Mark Murphy,DB
EgloRo00,Ron Egloff,TE
WoodMi20,Mike Woods,LB
ODelSt20,Stu O'Dell,LB
CartDa21,David Carter ,C-G
JordSt00,Steve Jordan,TE
LuskHe01,Herb Lusk,RB
LorcKa20,Karl Lorch,DE-DT
CsonLa00,Larry Csonka,RB
JenkKe00,Ken Jenkins,RB
NelsSt00,Steve Nelson,LB
ThomRi00,Ricky Thompson,WR
NichMa00,Mark Nichols,WR
SwanLy00,Lynn Swann,WR
RagsGe00,George Ragsdale,RB-WR
WrigJo21,Johnnie Wright,RB
WashGe00,Gene Washington,WR-SE
FeltEr20,Eric Felton,DB
GreeDo22,Doug Greene,DB
JoneCe00,Cedric Jones,WR
MillJi22,Jim Miller,P
LawrAm20,Amos Lawrence,RB
AdamJu00,Julius Adams,DE-DT
LeexKe20,Keith Lee,DB
ElliLe00,Lenvil Elliott,RB
CameGl20,Glenn Cameron,LB
WillJo24,Joel Williams,LB
RomaJo20,John Roman,T-G
SmitJT00,J.T. Smith,WR
FarmGe00,George Farmer,WR
PukiCr20,Craig Puki,LB
StudDa20,Dave Studdard,T-G-TE
RodgDe00,Del Rodgers,RB
WingRi20,Rich Wingo,LB
GuenJi20,Jim Gueno,LB
BarnLa00,Larry Barnes,RB
CanaLa00,Larry Canada,RB
LindDa21,Dave Lindstrom,DE
birnetom01,Tom Birney,K
CartLo00,Louis Carter,RB
LogaRa20,Randy Logan,DB
BellTo00,Todd Bell,DB-LB
SuggSh20,Shafer Suggs,DB
BurrKe00,Ken Burrough,WR
KuglPe20,Pete Kugler,NT-DE
CribJo00,Joe Cribbs,RB
BlacMi20,Mike Black,P
EssiRo20,Ron Essink,T-TE
ParkEr21,Ervin Parker,LB
DuckBo00,Bobby Duckworth,WR
McNoBr20,Bruce McNorton,DB
HolsMi00,Mike Holston,WR
ThomJ.01,J.T. Thomas,DB
WillVa00,Van Williams,RB
CobbMi00,Mike Cobb,TE
FerrEa00,Earl Ferrell,RB
MartSa20,Saladin Martin,DB
McGeRi00,Rich McGeorge,TE
TorrBo00,Bob Torrey,RB
JohnMa02,Marshall Johnson,WR-DB
JohnKe26,Kenny Johnson,DB
SpanGa20,Gary Spani,LB
MartRi00,Rich Martini,WR
HuntSc00,Scott Hunter,QB
BrueBo00,Bob Bruer,TE
WrigJa00,James Wright,TE
NathTo00,Tony Nathan,RB
WashMi21,Mike Washington,DB
WhitC.20,C.L. Whittington,DB
BlacRi20,Richard Blackmore,DB
PollFr00,Frank Pollard,RB
IverEd00,Eddie Lee Ivery,RB
HartJe20,Jeff Hart,T
HendTe00,Ted Hendricks,LB
44793,Steve August,T
milledan01,Dan Miller,K
MuhaCa00,Calvin Muhammad,WR
HenrBe00,Bernard Henry,WR
DickCu00,Curtis Dickey,RB
DuboJi00,Jimmy DuBose,RB
HartKe20,Ken Hartley,P
GoodJo21,John Goodman,DE-DT-NT
MaysSt20,Stafford Mays,DE-DT-NT
HebeBu20,Bud Hebert,DB
McNeFr00,Freeman McNeil,RB
AndeKe00,Ken Anderson,QB
SmitLe22,Leonard Smith,DB
murraedd01,Eddie Murray,K
JohnBi01,Billy Johnson,WR
ChesAl20,Al Chesley,LB
BrowJo00,Joey Browner,DB
OwenBu20,Burgess Owens,DB
FreeSt20,Steve Freeman,DB
HartJo20,John Harty,NT-DE
BakeJe21,Jesse Baker,DE
PastDa00,Dan Pastorini,QB
AndrWi00,William Andrews,RB
GreeL.00,L.C. Greenwood,DE
KeyxWa20,Wade Key,G-T
MartGe20,George Martin,DE
GradRa00,Randy Gradishar,LB
ReedTo00,Tony Reed,RB
ChanAl00,Al Chandler,TE
LewiFr00,Frank Lewis,WR
alvarwil01,Wilson Alvarez,K
RobyRe20,Reggie Roby,P
MonrCa00,Carl Monroe,RB
HousKe02,Ken Houston,DB
JuniE.00,E.J. Junior,LB
KotaDo00,Doug Kotar,RB
BrinLa00,Larry Brinson,RB
DeanRa00,Randy Dean,QB
BrowPr20,Preston Brown,WR
GarlCh20,Chris Garlich,LB
WilsBr20,Brenard Wilson,DB
GreeGa01,Gary Green,DB
BrocSt20,Stan Brock,T
MitcJi00,Jim Mitchell,TE
PittMi20,Mike Pitts,DT-DE
CollTi20,Tim Collier,DB
HoweSt00,Steve Howell,FB-TE
FullMi20,Mike Fuller,DB
VanPBr01,Brad Van Pelt,LB
DebeSt00,Steve DeBerg,QB
FerrBo00,Bob Ferrell,RB
FranBy00,Byron Franklin,WR
OsboRi00,Richard Osborne,TE
MyerFr20,Frank Myers,T
DaviAn00,Anthony Davis,RB
WillBe00,Ben Williams,DE-NT
ElliGe00,Gerry Ellis,RB
GallDa21,David Galloway,DT-DE-NT
CobbGa20,Garry Cobb,LB
WilsMi00,Mike Wilson,WR
PearDa00,Dave Pear,NT-DT
ToewJe20,Jeff Toews,G-T
BartSt00,Steve Bartkowski,QB
WilsMa00,Marc Wilson,QB
NewhRo00,Robert Newhouse,RB
KitsSy20,Syd Kitson,G-T
BennWo00,Woody Bennett,RB
JackRo21,Robert Jackson,G-T-C
BrowTh20,Thomas Brown,DE-NT
GreeDa20,Dave Green,P
JohnAn01,Andy Johnson,RB
ChriTo00,Todd Christensen,TE-FB
TuiaMa20,Manu Tuiasosopo,DT-NT-DE
TippAn00,Andre Tippett,LB
HardDo00,Don Hardeman,RB
OwenDe20,Dennis Owens,NT
LongDo20,Doug Long,DB
OwenTo00,Tom Owen,QB
GolsJe00,Jerry Golsteyn,QB
WilsJe20,Jerrel Wilson,P-RB
MatuJo20,John Matuszak,DE-DT
BrazLa20,Larry Braziel,DB
JudsWi20,William Judson,DB
RyanJi20,Jim Ryan,LB
McElRe20,Reggie McElroy,T-G
JackMo00,Monte Jackson,DB
JoneGo00,Gordon Jones,WR
MallLa20,Larry Mallory,DB
GreeTo01,Tony Green,RB
MaloMa00,Mark Malone,QB-WR
HowaRo00,Ron Howard,TE
DickEr00,Eric Dickerson,RB
HillEd00,Eddie Hill,RB
LuceDe20,Derrel Luce,LB
RossDa00,Dan Ross,TE
KrauPa00,Paul Krause,DB-WR
DempTo20,Tom Dempsey,K
ScotFr01,Freddie Scott,WR
ClinDe20,Dextor Clinkscale,DB
robinrex01,Rex Robinson,K
WillCh00,Chester Willis,RB
NeilBi20,Bill Neill,NT
TurnRi20,Richard Turner,NT
LaugJi20,Jim Laughlin,LB
HassDo00,Don Hasselbeck,TE
KearTi20,Tim Kearney,LB
FloyJo00,John Floyd,WR
MerkGu00,Guido Merkens,WR-QB-DB
rovetjoh01,John Roveto,K
FaumWi20,Wilson Faumuina,DT-DE-NT
WilsTi00,Tim Wilson,FB
WillEr22,Eric Williams,LB
ZornJi00,Jim Zorn,QB
DuckKe00,Kenny Duckett,WR
LottRo00,Ronnie Lott,DB
MoorDe22,Derland Moore,DT-NT-DE
HarmMi20,Mike Harmon,WR
LewiDa03,Dave Lewis,LB
KrieDa00,Dave Krieg,QB
DalbDa00,Dave Dalby,C
ProvAn20,Andrew Provence,DT-DE
EdwaSt00,Stan Edwards,RB
TullWa00,Walter Tullis,WR
CurrPa00,Pat Curran,TE-TB
WhitRa00,Randy White,DT-LB-DE
ElliKe00,Ken Ellis,DB
GreeCu21,Curtis Greer,DE
CrumGe20,George Crump,DE
GarrGr00,Gregg Garrity,WR
MitcSt00,Stump Mitchell,RB
GiacRa20,Ralph Giacomarro,P
KozlMi20,Mike Kozlowski,DB
WillBr00,Brooks Williams,TE
StarSt00,Stephen Starring,WR
GuilRu20,Rusty Guilbeau,LB-DE
SievEr00,Eric Sievers,TE
ClayRa00,Raymond Clayborn,DB
JohnDe21,Dennis Johnson,LB-DE
MelvDa20,Dan Melville,P
TaylGr20,Greg Taylor,RB
BrowGr20,Greg Brown,DE-DT
OtisJi00,Jim Otis,RB
MartRo20,Robbie Martin,WR
ThomRi21,Rich Thomaselli,RB
RingBi00,Bill Ring,RB
LaFlGr00,Greg LaFleur,TE
BoydDe20,Dennis Boyd,DT-DE-T-C
TaylMa20,Malcolm Taylor,DE
CollJi01,Jim Collins,LB
JackRo20,Robert Jackson,DB
CulpCu00,Curley Culp,DT-NT-G
DaniCa20,Calvin Daniels,LB
JoneBe00,Bert Jones,QB
SampGr20,Greg Sampson,T-DT-DE
WhitMi23,Mike Whitwell,DB-WR
BaueHa00,Hank Bauer,RB
PageAl00,Alan Page,DT
LewiD.20,D.D. Lewis,LB
WarrDo00,Don Warren,TE
FullSt00,Steve Fuller,QB
TullWi20,Willie Tullis,DB
GiaqNi00,Nick Giaquinto,RB
GainWe21,Wentford Gaines,DB
breecjim01,Jim Breech,K
McGrLa20,Larry McGrew,LB
ArnoWa00,Walt Arnold,TE
BoydGr20,Greg Boyd,DE
KabxVy00,Vyto Kab,TE
DolbJa00,Jack Dolbin ,WR
JackEa00,Earnest Jackson,RB
StepSt20,Steve Stephens,TE
MikeNi20,Nick Mike-Mayer,K
WarnCu00,Curt Warner,RB
WhitDa02,David Whitehurst,QB
WarrJo20,John Warren,P
PhipMi00,Mike Phipps,QB
WeatCu20,Curtis Weathers,LB-TE
CaspDa00,Dave Casper,TE
MiskJo20,John Misko,P
SkauDa20,Daryle Skaugstad,NT
NixoFr20,Fred Nixon,WR
SealPa00,Paul Seal,TE
FugeJe00,Jean Fugett,TE
BostJe00,Jeff Bostic,C
JustKe20,Kerry Justin,DB
BascBr00,Brian Baschnagel,WR
MillCl00,Cleo Miller,RB
DaykTo20,Tony Daykin,LB
McSwCh20,Chuck McSwain,RB
TurnWy20,Wylie Turner,DB
StacRa20,Ray Stachowicz,P
BennBa20,Barry Bennett,DT-DE
SelmDe20,Dewey Selmon,LB-DT
MahaDr20,Drew Mahalic,LB
MariFr00,Fred Marion,DB
camarric01,Rich Camarillo,P
PeetBr00,Brian Peets,TE
KaneRi00,Rick Kane,RB
DresCh00,Chris Dressel,TE
HarrFr00,Franco Harris,RB
MathBo20,Bob Matheson,LB
FitzSc00,Scott Fitzkee,WR
WattTe20,Ted Watts,DB
moselmar01,Mark Moseley,K
WilkJi21,Jim Wilks,DE-NT
HollRa20,Randy Holloway,DE
EdwaGl00,Glen Edwards,DB
FlowLa20,Larry Flowers,DB
TillAn00,Andre Tillman,TE
GiesJo20,Jon Giesler,T
PresLu20,Luke Prestridge,P
FusiCh00,Chuck Fusina,QB
DaviOl20,Oliver Davis,DB
PerrVe20,Vernon Perry,DB
JackCh20,Charles Jackson,LB
McCuSa00,Sam McCullum,WR
MurpJa20,James Murphy,WR
JaurDi00,Dick Jauron,DB
BrowEd20,Eddie Brown,DB
McKnTe00,Ted McKnight,RB
BessRu20,Rufus Bess,DB
BuchWi00,Willie Buchanon,DB
LeexCa00,Carl Lee,DB
GajaHo00,Hokie Gajan,RB
ThomJo26,John Thompson,TE
NielGi00,Gifford Nielsen,QB
DarbBy20,Byron Darby,DE-NT
UlmeMi20,Mike Ulmer,DB
SimpNa20,Nate Simpson,RB
ElliRa20,Ray Ellis,DB
SchlAr00,Art Schlichter,QB
FrazGu20,Guy Frazier,LB
vonscuwe01,Uwe von Schamann,K
JohnNa21,Nate Johnson,WR
WeesNo00,Norris Weese,QB-P
MuncCh00,Chuck Muncie,RB
AtkiSt00,Steve Atkins,RB
PeteCa20,Cal Peterson,LB
MyerTo01,Tom Myers,DB
AlleJe20,Jeff Allen,DB
ParkSt21,Steve Parker,DE
MetzPe00,Pete Metzelaars,TE
HarrDu00,Duriel Harris,WR
ConnMi20,Mike Connell,P
ZeleMi20,Mike Zele,NT-DT
AlstMa00,Mack Alston,TE
LuckOl00,Oliver Luck,QB
WashJo00,Joe Washington,RB
EasoTo00,Tony Eason,QB
HillKe20,Kenny Hill,DB
HectJo00,Johnny Hector,RB
daneljoe01,Joe Danelo,K
ThomMi00,Mike Thomas,RB
HadePa00,Pat Haden,QB
LandWa20,Walter Landers,RB
MarsDo00,Doug Marsh,TE
BrowRe20,Reggie Brown,RB
BakeAl00,Al Baker,DE
BouzMa00,Matt Bouza,WR
GrooEl20,Elois Grooms,DE-DT
LeakRo00,Roosevelt Leaks,RB
NordKe20,Keith Nord,DB
OdomHe20,Henry Odom,RB
ChriJe20,Jeff Christensen,QB
YounCh00,Charle Young,TE
MacAKe21,Ken MacAfee,TE
DorrAn20,Andy Dorris,DE
GreeMi21,Mike Green,LB
PoweDa00,Darnell Powell,RB
DenHVe20,Vern Den Herder,DE-NT
LaneEr00,Eric Lane,RB
ObraJi00,Jim Obradovich,TE
YeatJe20,Jeff Yeates,DE-DT-G
BrowAa21,Aaron Brown,LB
CollCr00,Cris Collinsworth,WR
GrifJa20,James Griffin,DB
WashTe20,Ted Washington,LB
WhitJa20,James White,DT-NT
TurnJo20,John Turner,DB
EkerCa00,Carl Ekern,LB
BlacAl20,Alois Blackwell,RB
DufeDo20,Don Dufek,DB
VersDa00,David Verser,WR
PresRa20,Ray Preston,LB
JackAl00,Alfred Jackson,WR
ThorSi00,Sidney Thornton,RB
PerkMi20,Mike Perko,NT
HuthBr20,Bruce Huther,LB
DennPr00,Preston Dennard,WR
JoneKi00,Kim Jones,RB
ClayMa00,Mark Clayton,WR
HartMi20,Mike Hartenstine,DE
SullTo00,Tom Sullivan,RB
WilsDa00,Dave Wilson,QB
LoftJa00,James Lofton,WR
GiamLo00,Louie Giammona,RB
HaddMi00,Michael Haddix,RB
BernRi00,Rick Berns,RB
JeteGa20,Gary Jeter,DE-DT
CastRi00,Rich Caster,TE-WR
SiemJe00,Jeff Siemon,LB
ThomZa00,Zach Thomas,WR
RhodRa00,Ray Rhodes,DB-WR
HarrIk00,Ike Harris,WR
LukeSt20,Steve Luke,DB
SullIv20,Ivory Sully,DB
AlleNa20,Nate Allen,DB
yepregar01,Garo Yepremian,K
FranPh00,Phil Francis,RB
AndrZe20,Zenon Andrusyshyn,P-K
JackBo21,Bobby Jackson,DB
HogeGa00,Gary Hogeboom,QB
LankPa20,Paul Lankford,DB
BlueLu00,Luther Blue,WR
HogaMi00,Mike Hogan,RB
ThomJe02,Jesse Thompson,WR
CunnSa00,Sam Cunningham,RB
RileAv20,Avon Riley,LB
MoslMi00,Mike Mosley,WR
HuntTo00,Tony Hunter,TE
BrowLa00,Larry Brown,T-TE
SkorJo20,John Skorupan,LB
BelkRo20,Rocky Belk,WR
RyckBi00,Billy Ryckman,WR
StonKe20,Ken Stone,DB-WR
MattAl00,Allama Matthews,TE-RB
LaneMa00,MacArthur Lane,RB
StraMi00,Mike Strachan,RB
RobeGe20,George Roberts,P
BakkJi20,Jim Bakken,K
MoorJe20,Jeff Moore,WR
GranDa20,Darryl Grant,DT-G-C-T
HillTo00,Tony Hill,WR
GoldTi20,Tim Golden,LB
GreeTo00,Tony Greene,DB
JackRu20,Rusty Jackson,P
BradLu20,Luther Bradley,DB
WeisCl20,Clayton Weishuhn,LB
WehrRo00,Roger Wehrli,DB
LoweWo20,Woodrow Lowe,LB
LandGr00,Greg Landry,QB
KingKe00,Kenny King,RB
ThomCa00,Calvin Thomas,RB
LaslJi20,Jim Laslavic,LB
BranSc20,Scot Brantley,LB
CappJo00,John Cappelletti,RB
ManoBr20,Brison Manor,DE
MattBi20,Bill Matthews,LB
ChadJe00,Jeff Chadwick,WR
WillRa00,Ray Williams,RB
KempBo20,Bobby Kemp,DB
WhitJe21,Jeris White,DB
HurlBi20,Bill Hurley,DB
TurnKe01,Keena Turner,LB
GantRe00,Reuben Gant,TE-WR
HutcSc20,Scott Hutchinson,DE
BuggDa00,Danny Buggs,WR
WestJe21,Jeff Weston,T-DT
CulbJi00,Jim Culbreath,RB
SpeaRo20,Ron Spears,DE
TaylEd20,Ed Taylor,DB
HendTh00,Thomas Henderson,LB
SmitDo22,Don Smith,NT-DE-DT
PhilIr20,Irvin Phillips,DB
MikeSt20,Steve Mike-Mayer,K
PisaSt00,Steve Pisarkiewicz,QB
DardTh00,Thom Darden,DB
DougGl00,Glenn Doughty,WR
SmitJo24,Johnny Ray Smith,DB
CartGe00,Gerald Carter,WR
HillDr00,Drew Hill,WR
SchrKe20,Ken Schroy,DB
BrunSc00,Scott Brunner,QB
WyatKe20,Kervin Wyatt,LB
HennMi20,Mike Hennigan,LB
WillMi01,Michael Williams,RB
DiltBu20,Bucky Dilts,P
SandJo21,John Sanders,DB
QuicMi00,Mike Quick,WR
JackRo23,Roger Jackson,DB
OdomRi00,Riley Odoms,TE
RayxDa20,Darrol Ray,DB
BankCh01,Chip Banks,LB
BoydBr20,Brent Boyd,G
DeRoBr20,Brian DeRoo,WR
McDoDw00,Dwight McDonald,WR
GuyxRa20,Ray Guy,P
WateCh00,Charlie Waters,DB
HamxJa00,Jack Ham,LB
SmigDa20,Dave Smigelsky,P
CrafDo00,Donnie Craft,RB
ElleRi20,Rich Ellender,RB
AlexDa20,Dan Alexander,G-T
BaumBo00,Bob Baumhower,NT
WrigNa20,Nate Wright,DB
BrowRu22,Rush Brown,DT-NT-DE
CalhDo00,Don Calhoun,RB
SciaJo20,John Sciarra,DB-QB
HarmCl00,Clarence Harmon,RB
GreeDa21,David Green,RB
WashMa20,Mark Washington,DB
StauRo00,Roger Staubach,QB
GayxWi20,William Gay,DE-DT-TE
ClarRa20,Randy Clark,C-T-G
NeheRe00,Renaldo Nehemiah,WR
KeatCh20,Chris Keating,LB
BassDo00,Don Bass,WR-TE
HallCh20,Charlie Hall,LB
AndeMa20,Marcus Anderson,WR
lansfmik01,Mike Lansford,K
ElmeDa20,Dave Elmendorf,DB
AlleGa20,Gary Allen,RB
LynnJo20,Johnny Lynn,DB
HarrJa01,James Harris,QB
RiveDo20,Don Rives,LB
TownGr00,Greg Townsend,DE-LB-DT-NT
DarbPa20,Paul Darby,WR
PeopGe20,George Peoples,RB
SaldJa00,Jay Saldi,TE-WR
HannTo20,Tom Hannon,DB
DuprBi00,Billy Joe DuPree,TE
StanHa00,Haskel Stanback,RB
KinlRe20,Reggie Kinlaw,NT
BrowMa21,Mark Brown,LB
LongKe00,Kevin Long,RB
McDoRo00,Ron McDole,DE-DT
WillKe21,Kendall Williams,DB
WaltLe21,Len Walterscheid,DB
herreefr01,Efren Herrera,K
BeltHo00,Horace Belton,RB
ChamRu20,Rusty Chambers,LB
CampBi00,Billy Campfield,RB
DilsSt00,Steve Dils,QB
AndrGe20,George Andrews,LB
BrowGu20,Guy Brown,LB
BryaSt00,Steve Bryant,WR
MarsLa20,Larry Marshall,DB
LiveVi20,Virgil Livers,DB
KnapJe20,Jeff Knapple,QB
AbraRo20,Robert Abraham,LB
RedwJa00,Jarvis Redwine,RB
JoneLa00,Lam Jones,WR
ShivSa20,Sanders Shiver,LB
WoodDw20,Dwayne Woodruff,DB
BallQu20,Quinton Ballard,DT
marcoche01,Chester Marcol,K
WashHa20,Harry Washington,WR
WalkBy00,Byron Walker,WR
FootCh20,Chris Foote,C-G
WhitSt20,Stan White,LB
WindSa00,Sammy Winder,RB
MikeRu20,Russ Mikeska,TE
ConnDi20,Dick Conn,DB
TowlSt20,Steve Towle,LB
WestCh20,Charlie West,DB
DeanFr00,Fred Dean,DE
RogeDo22,Doug Rogers,DE
LawrRo00,Rolland Lawrence,DB
ColqCr20,Craig Colquitt,P
DupeMa00,Mark Duper,WR
HuntJa22,James Hunter,DB
ButlJe00,Jerry Butler,WR
NeilKe20,Kenny Neil,DE-DT
MoriTo20,Tom Moriarty,DB
HuffGa00,Gary Huff,QB
GaryRu20,Russell Gary,DB
SculJo20,John Scully,G-C
PaulWh20,Whitney Paul,LB-DE
KingHo00,Horace King,RB
CrawRu20,Rufus Crawford,RB
SoloRo20,Roland Solomon,DB
TyleAn20,Andre Tyler,WR
BettJa00,James Betterson,RB
GileJi00,Jimmie Giles,TE
HawkCl20,Clarence Hawkins,RB
HillCa00,Calvin Hill,RB
HerrBr20,Bruce Herron,LB
BlacDo20,Don Blackmon,LB
PennRo20,Robert Pennywell,LB
FranMi00,Mike Franckowiak,RB
BlacGl20,Glenn Blackwood,DB
RazzRi20,Rick Razzano,LB
septiraf01,Rafael Septien,K
MorgMi21,Mike Morgan,RB
MurpMa01,Mark Murphy,DB
GoliBo00,Bob Golic,NT-DT-LB-DE
ByasRi20,Rick Byas,DB
RamsCh20,Chuck Ramsey,P
WoolGa20,Gary Woolford,DB
CumbGe20,George Cumby,LB
ParkRo00,Rodney Parker,WR
EdwaJi20,Jimmy Edwards,RB
ButzDa00,Dave Butz,DT-DE
MattBo00,Bo Matthews,RB
JoneEr21,Ernie Jones,DB
AvelBo00,Bob Avellini,QB
SklaTo20,Tom Skladany,P
ChomJo20,John Choma,G-C-T
ParrRi00,Rick Parros,RB
CurrBi20,Bill Currier,DB
EvanLa20,Larry Evans,LB
WillGe23,Gerard Williams,DB
CoxxAr00,Arthur Cox,TE
CollTo01,Tony Collins,RB
CampGa20,Gary Campbell,LB
ThaxJi00,Jim Thaxton,TE-WR
OwenJa00,James Owens,RB-WR-DB
FishJe20,Jeff Fisher,DB
RaibSt00,Steve Raible,WR
GrayHe20,Hector Gray,DB
McCoMi20,Milt McColl,LB
RichGo00,Golden Richards,WR
luckhmic01,Mick Luckhurst,K
WillNe20,Newton Williams,RB
BingGu20,Guy Bingham,C-G-T
SpagJo00,John Spagnola,TE
HairCa20,Carl Hairston,DE-DT-LB
LewiRo20,Rodney Lewis,DB
BrowDa01,Dave Brown,DB
McCrGr00,Greg McCrary,TE
MuckJe20,Jerry Muckensturm,LB
GaffDe00,Derrick Gaffney,WR
FultDa20,Danny Fulton ,WR
SherTi00,Tim Sherwin,TE
BailHa00,Harold Bailey,WR
IvorHo00,Horace Ivory,RB
SmerDo20,Don Smerek,DT-DE
McClBr00,Brent McClanahan,RB
PartRi20,Rick Partridge,P
ZandEm20,Emanuel Zanders,G
HolmJe20,Jerry Holmes,DB
YarnGe20,George Yarno,G-C-T
NewsTi00,Timmy Newsome,RB
AckeRi20,Rick Ackerman,NT-DT
KadiMi20,Mike Kadish,DT-NT
TurnDe00,Deacon Turner,RB
BragMi20,Mike Bragg,P
WisnLe20,Leo Wisniewski,NT
coxxxste01,Steve Cox,P-K
DelaJe20,Jeff Delaney,DB
QuilFr00,Fred Quillan,C
